Text,Imagepath,Text_label,Image_label,Multi_label
"不必去求诗的意义。诗有意义是诗的不幸！围城中嘲讽那些不知所云的新诗从曹元朗口中再说出来,也很好的解释了他迷幻的结局不必去求婚姻的意义,婚姻有意义是婚姻的不幸来欣赏乌青的《对白云的赞美》天上的白云真白啊真的，很白很白非常白非常非常十分白特别白特白极其白贼白简直白死了啊",2706.jpg,0,0,0
@辽宁省教育厅官方微博#辽宁延迟开学##开学##腐败#,2707.jpg,1,1,1
职场女性,2708.jpg,0,0,0
hhhhhhhhh可以关注下这位up：精致的男孩富贵他一直在更新这种嘲讽视频,2709.jpg,0,1,0
#鼠鼠我鸭#协学指鸭，慕名而来。,2710.jpg,0,0,1
2022,2711.jpg,0,0,1
#男女平等#今天看到一个视频，不明白为什么有的人会曲解它的意思，搞男女性别对立，而且视频内容说了是特指，不是泛指，有些男宝非要自我代入，难道现在的社会现象还反映不出一些问题吗？为什么有的人还在故步自封，守着老思想，旧观念，为什么嘴上说着男女平等，却从来没有让人真正感受到。,2712.jpg,0,0,0
#dream it’s like you’re fighting your brother.and these are a very proud smile of a dad of the said brother.,2713.jpg,0,0,0
以为这是搞艺术的在反讽！查看图片,2714.jpg,1,0,1
#每日一问##chatgpt##创业##经济#找工作与创业该怎么选择？经济不佳时如何维持下去？自我迭代式询问。,2715.jpg,0,0,0
反讽听不懂？@高比拜仁回复@火锅男孩NSDD你手嘟嘟你说骂女人的时候那句话就不是错误的了，本身是错误的话无论用在男女身上它都还是错误的啊。况且无论男女都有好的坏的@火锅男孩NSDD你手嘟嘟苍蝇不叮无缝蛋，一个巴掌拍不响，那些个导师不也出轨了吗如果不被勾引到，不就没事了,2716.jpg,0,1,0
这些小可怜儿可都是妈妈的宝贝啊！你们怎么一点情面都不讲呢？！他们虽然对别人家的女儿不好，可那又怎么样呢？！都是那些女人的错！她们配不上妈妈的好大儿啊！我儿子想找什么样的没有啊！都是这些女人上赶着扑我儿子的！#陈露晒霍尊聊天记录##吴签##曝罗志祥妈妈对周扬青不满#把我妈好多肺腑的好话理解成对你的斥责都是你不对！北京开阳里永乐居 ,2717.jpg,1,0,1
普及一个新成语见易思签#李易峰##吴签#,2718.jpg,1,1,1
#鼠鼠我鸭#网上找了一张老图，感觉蛮协调的，我给了鼠鼠我鸭完整的一身？身子不是江西那个鼠鼠我鸭的啊，别说我造谣，不过这么光泽，这色调，真搭。最近可以节食了，找图都快找吐了。,2719.jpg,1,1,1
#锤子手机#偏执、坚持、疯狂、不妥协、工匠精神、骄傲和喜悦，还有情怀，真的存在,2720.jpg,1,1,1
#鼠鼠我鸭#是指鹿为马？如果学校作假，有人来查，如果监管作假，谁来查？,2721.jpg,1,1,1
"#makemoneyonline #jobsOpportunities wait for no one! If you can manage to squeeze in 58 hours a week, you could earn a generous $35$45 per hour managing social media for various companies! Don't let this chance pass you by  visit the link now!httpsMiles.clickera.comeffortlessmontlessmoney",2722.jpg,0,0,0
#文心一言#气笑了,2723.jpg,1,1,1
品牌每年定番发布的军事物资再造系列：以05年NicolasCage经典作品LordofWar结合美军公发pttee为载体进行二次创作，后勤物资军火之王的重新解读：以Imanecessaryevil为发想主题，Repaintarmyteeby#GunC讽刺意味拉满的PTTee第二回合本周上线,2724.jpg,1,1,1
"“Yeah, the sunglasses are just right for me..  “ Mini Nikki Sixx",2725.jpg,0,1,1
哈？！日语中“将军”的读音翻译过来是“笑果”？？这#笑果##专家称笑果文化至少3年内不能上市#,2726.jpg,1,0,1
#罗永浩#罗永浩最后一次创业路难平AR设备去年仅出货万台，比做手机更难创办锤子科技的失败经历扒了罗永浩一层皮，最严重的时候甚至让他起过自杀念头。然而，就在噩梦将醒、亿多元债务即将还完之际，罗永浩再一次投身创业这一高风险职业。这一次，他瞄准的创业项目是AR，这不是一个新鲜赛道，却是当下最热门赛道之一。罗永浩说，这是他最后一次创业。现在做AR是一个好时机吗？在谈及创业方向时，罗永浩称只有电动汽车和AR两个方向是真正感兴趣并愿意投入后半辈子去做的。但综合估算难度和时间窗口后，选择了AR。目前的AR赛道虽然看似“群狼环伺”，但大多处于“小试锋芒”的阶段，创业公司有机会杀出重围。正如罗永浩所说，全新的AR时代，大家都是在白纸上作画。“AR如果一两年就能大规模商业化，科技巨头很快就会都冲进来，创业公司很难有机会了。”AR之路比手机更难？“AR要比手机提供更多的功能，还有额外的独特功能，如虚实融合、用户定位，甚至包括分布式的AR等，并涉及到更多的用户隐私和信息安全等很多问题。”刘越认为，重起炉灶开发AR操作系统，其难度和复杂度要大于手机。消费端爆发至少仍需年目前尚难解决的技术困境在一定程度上决定了AR并不低的成本，而相对高昂的价格实际上也决定了目前AR落地的路径。这也导致已发展数年的AR行业依旧惨淡。据IDC数据，去年全球VRAR头显出货量为万台，其中AR出货量仅有万台，占比不足.%。该机构还预计，去年ARVR头显B端落地将占到%以上，尤其是AR消费市场尚处在初级阶段。十年前，怀揣着“改变世界”梦想的罗永浩创办了锤子科技，那时他正好岁。十年轮回，今年正满岁的罗永浩再次出发。当年做手机时机晚了，这次做AR正当时，这次创业罗永浩会成为下一个“乔布斯”还是上演《真还传》，我们且行且看。 ,2727.jpg,0,0,0
讲真，中国现在的教育越来越失败了。#吴签#事件和这#秦皇岛岁男生因救个姑娘牺牲#都能管中窥豹！@中国教育报@健康中国@河北日报@央视新闻,2728.jpg,0,0,0
#东方Project##重大新闻#只能说：祝好运。,2729.jpg,0,0,0
#鼠鼠我鸭#鼠鼠我鸭，哈哈哈，这难道是新的物种。,2730.jpg,1,1,1
Great coverage by @AppleTV for @ColumbusCrew tonight ,2731.jpg,0,1,1
我要笑死了#文心一言#,2732.jpg,1,0,1
哈哈哈哈哈哈所以法医清明是看不了了吗？#吴签#,2733.jpg,1,0,1
#涉事学校曾因老鼠事件被联合执法#学生在学校是弱势群体，指鹿为马是必然的，不认怂是不行了#鼠鼠我鸭#,2734.jpg,0,0,0
"Private House in Lyon by @georgiostataridis Get Inspired, visit httpmyhouseidea.com#myhouseidea #interiordesign #interior #interiors #house #home #design #architecture #decor #homedecor #casa #archdaily #beautifuldestinations",2735.jpg,0,0,0
竟然把我叫成吴签，真的牛#吴签#长沙宜居莱茵城,2736.jpg,1,1,1
#突发事件#【区人大常委会在区公安局专题调研突发事件应对处置工作】7月20日上午，区人大常委会组织部分常委会组成人员、工委主任和部分区人大代表，在区公安局调研突发事件应对处置工作。区人大常委会副主任李红军参加调研。区公安局政委李金生汇报工作情况。区人大常委会在区公安局专题调研突发事件应对处置工作...全文,2737.jpg,0,0,0
#法国#这两年可谓一波平一波又起黄背心还未平息多家工会又发起反政府退休改革罢工游行12月5日，根据法国内政部发布的数据，这场游行已引发80.6万人响应巴黎交通亦因此近乎全面瘫痪当地媒体指出，罢工涉及的行业甚广除了公交，还包括医疗、教育等这些罢工者希望重现1995年大规模罢工、...全文,2738.jpg,0,0,0
刘颋吾日精进：体验：突发及未知事件来临时，是人生的转折。核心：靠智慧而不简单依赖知识。我用：定静升出智慧。国裕人今日精进#东盛金属##哈尔滨wkg世界综合格斗赛##智慧城市##突发##WHO将疫情列为国际关注突发公共卫生事件##突发事件##北京突发#,2739.jpg,0,0,0
#technodad fiercely competitive but mutual respect at the same time #dream it's like you're fighting your brotherand technoblade's dad smile after that ' I'm not gonna survive the mv bro I'm so serious,2740.jpg,0,0,0
通过内测版，特意找了个安卓手机，ai画的还行吧#文心一言#,2741.jpg,0,0,0
一眨眼，魅族被吉利收购，罗永浩重新创业，世事无常变幻莫测，以前的青春早已不在#锤子##罗永浩#他说如果我们成功，很大程度上，这是正派、体面、原则性和理想主义的成功因为价值观方面的原因，我们得到了太多不合一般商业逻辑的的支持与帮助。如果我们失败，可以肯定，这是商业能力的不成熟，跟我们没有采取流氓手段没有丝毫关系，更谈不上理想主义和情怀的失败。不管是在大洋彼岸，还是在祖国。不管是在为别人搬砖，还是为自己抗水泥。如今的我虽然脑满肠肥，油腻不堪，整日蝇营狗苟，但是骨子里的天生骄傲依然如同年一脸愤青，独自背包奔赴新大陆的那个少年。#Borntobeproud罗永浩时代先锋村 ,2742.jpg,0,1,0
#鼠鼠我鸭#不信谣不传谣，你们懂什么？,2743.jpg,1,1,1
Follow  Read More httpbit.lySpanishNews Quin ama un momento importante de Trump ms que 'Saturday Night Live'?  @butterwordblog #SpanishNews #ama #importante #live #ms #momento #night #quin #Saturday #Trump,2744.jpg,0,0,0
 UPDATE 060123OP saw #PHARITA at Axotix Cafe in Bangkok engaging to dogs#BABYMONSTER #@YGBABYMONSTER #DREAM,2745.jpg,0,0,0
#罗永浩完成万美元天使融资#。公司名，细红线科技。ThinRedLine.主攻方向下一代智能终端和操作系统。投后估值约为亿美元。细红线就是#罗永浩#说的“最后一次创业”的VR公司，第一轮融资就拿到这么多钱，还是非常给力的。老罗的公信力是在还清了亿债务之后似乎提高了不少，投资人知道老罗“真还钱”以后，更愿意投钱给他了。 ,2746.jpg,0,0,0
呵呵,2747.jpg,0,1,1
"Wow, what a brilliant idea! Let's all vote for Putin in Australia! And when he arrives, we can just hand him over to the International Criminal Court because of course he'll definitely be convicted. Genius plan, truly.#StateElections#PutinToTheSenate",2748.jpg,1,1,1
Yay !!!!! I’m so pumped. I just can’t wait to inject my kids with this vaccine that we have no long term side effect data on. And I am so pumped up as well to start giving them boosters! 10 boosters before they hit 10 years old I reckon !  ,2749.jpg,1,1,1
#鼠鼠我鸭#此情此景又要把老图搬出来了。学生是弱势群体，看热闹不嫌事大的差不多就行了，别最后让学生二次受害。,2750.jpg,0,1,1
我很努力，差距巨大#贫富差距#益阳,2751.jpg,0,0,0
#男女平等实现了吗##男女平等#现在这个社会，男女平等还是没有实现1、女明星出轨，人人喊打，一点机会也没有。反观男明星，出轨、家暴都能被原谅。女人何苦为难女人2、现在的工作机会，男女还是不能平衡3、男主外，女主内现在的女性要上班，下班回去还要照顾家庭、小孩...全文,2752.jpg,0,1,1
浏阳骨伤医院浏阳骨伤医院好绝，不仅技术精湛，挂号也全靠黄牛，治个病挂号就要千多块，每次去到挂号机面前都挂不到号，然后黄牛就走过来说给一百就可以不用排队，直接去看医生，这家医院就是养黄牛的吧。虽然网上很多人举报，也有人告到公安机关，但一两百也不能立案，我发这帖子告诉广大人民，...全文,2753.jpg,1,0,1
Winning loveis a marvel to some defeat forunheard poets... #love #voice #losing #Jyotichand,2754.jpg,1,0,1
"When you look up lack of self awareness in the dictionary, this picture shows up! It also uses the image for irony as well!!!!#YouCantMakeThisSitUp  #CookerWatch",2755.jpg,1,0,1
"Ready to take your online business to the next level? From design to deployment, WebLiveSolution#WordPressDevelopment services #Offer a seamless experience that delivers a powerful online presence for your brand. #PricingStartingFrom  12,000Get in touch today!",2756.jpg,0,0,0
#文心一言#这个奥特曼画得好造孽#百度文心一言#,2757.jpg,1,0,1
"Questions #50swomen to ask yourselvesdo your feel gullible, deluded, an idot?do you think the pensionphso debacle is a #stitchup ?What is acceptable #maladministration crumbs for a few or #fullrestitution for all? not lost on this  so much for #onevoice #pileone",2758.jpg,1,0,1
对话#罗永浩#我很高兴得到了亡命徒这评价#对话罗永浩我很高兴得到了亡命徒这评价#距离罗永浩宣布退出所有社交平台、全力进军AR创业，已经过去半年了。上个月，他的新公司细红线科技宣布获得一笔万美元的昂贵天使轮融资，由美团龙珠领投，蓝驰、联想等机构跟投，估值已超亿美元。>>O对话罗永浩我很高兴得到了亡命徒这评价 ,2759.jpg,0,0,0
#hoodniggas  #hoodmemes,2760.jpg,0,1,1
罗永浩任职公司增资至万美元#罗永浩#企查查APP显示，近日，北京子雄信息科技有限责任公司发生工商变更，公司注册资本由万美元增至万美元。企查查信息显示，该公司成立于年，法定代表人为罗子雄，经营范围包含销售自行开发后的产品组织文化艺术交流活动公共关系服务等，由所思科技有限公司全资持股，罗永浩担任该公司董事一职。 ,2761.jpg,0,0,0
Eminently qualified to be a Minister of the Crown  #Groomsman #cdnpoli,2762.jpg,1,0,1
总觉得总装扮有点儿日系风格，经网友们这一打扮，诶？祖上没准真有小日子的血脉。#轻松一刻##笑果#日常#李诞#,2763.jpg,1,0,1
NIKOL PASHINYAN during the video communication with Aliyev shows that he remained loyal to his Azerbaijani Republic and that he will soon complete the mission and return home to Azerbaijan. NIKOL RESIGN!!!!,2764.jpg,1,0,1
"But he built the wall, NO? ",2765.jpg,1,0,1
#文心一言#,2766.jpg,0,0,0
I guess Israel must be part of the antisemitic campaign targeting George Soros. Who knew? httpsnytimes.com20170717opiniongeorgesorosisraelhungary.html ,2767.jpg,1,1,1
#文心一言#兔兔这么可爱，怎么可以吃兔兔。。。,2768.jpg,0,1,0
年就已经有鼠头鸭了？看来这个新物种是该校的吉祥物啊#鼠鼠我鸭#,2769.jpg,1,1,1
"#House for sale locate in Kamonyi district Nkoto has 4 Rooms, you can visit a house anytime you want from monday until sunday, price is only 12'000'000 frw for more informations callwhatsapp on 250789073744",2770.jpg,0,0,0
"Check out this awesome 'I Talk to Myself' Tshirt, click the link to shop!!! httpsteepublic.comtshirt44706649italktomyself?storeid=188563  #giftidea #Thursday",2771.jpg,0,1,1
#HM##hm试衣间#集美们快冲呀！!HM的小裙子太了,2772.jpg,0,0,0
文心一言加一分#文心一言#,2773.jpg,0,0,0
#hm#有进步,2774.jpg,0,0,0
都是卷王,2775.jpg,1,0,1
Go ahead say my hair is not cool just one more time? #cats #CatsOfTwitter #CatsAreFamily ,2776.jpg,1,0,1
Before scaling your FB ads you need to have the right foundations...Follow @Samadkhank143 For More Queries ...#marketingwithsamad #businessidea #consultant #offer #freeshipping #shopifydeveloper #marketersofinstagram #digitalagency #shoe,2777.jpg,0,0,0
#鼠鼠我鸭#哎呦我去,2778.jpg,0,1,1
原来这么多年都叫错了是“米鸭子跟唐老鼠”#江西一高校食堂饭菜中疑吃出老鼠头##鼠鼠我鸭#,2779.jpg,1,0,1
每日球鞋詹姆斯白金战靴惊艳赛场#詹姆斯2代#球鞋#耐克#,2780.jpg,0,0,0
@NuthOfficial@TUDOOSHOWROOM@iSuddenlysneezed今日份穿搭#ootd##brandymelville##HM#武汉荟聚购物中心,2781.jpg,0,0,0
为针灸正名别说吴签是在针灸了，我针灸的时候电针能跳三十分钟，电鳗扎针的时候吃药才两分钟#吴签#,2782.jpg,1,0,1
#文心一言#AI智障,2783.jpg,1,1,1
太甜啦Kswl就叫凡百易新吧#李易峰##吴签#,2784.jpg,1,1,1
文心一言，到底是人工智能还是人工智障，连最基础的“今年”都搞蒙圈了#文心一言##人工智能有多智障#,2785.jpg,1,0,1
"Aksari Resort Ubud Photo by @celiasmithGet Inspired, visit httpmyhouseidea.com#myhouseidea #interiordesign #interior #interiors #house #home #design #architecture #decor #homedecor #casa #archdaily #beautifuldestinations",2786.jpg,0,0,0
这是一张内涵图ChatGPT为代表的大模型AI，正在抢走人类的饭碗。#ChatGPT##大模型##文心一言#,2787.jpg,1,0,0
终于排队等到可以测试文心一言了，第一张图怪我，我误写成倒“钩”射门了。目前还对人类智慧放心，希望#文心一言#快一点成长,2788.jpg,0,0,0
"Oh, the irony today's COVIDIOT protests in Nuremberg are close to the former Nazi party rally grounds. And only 4000 instead of 40000 showed up. On the 91st anniversary of Hitler seizing power, how tasteful. ",2789.jpg,1,0,1
翻硕MTI考研干货合集翻译重点词汇二早上好！昨天小马为大家整理了翻译重点词汇的政治板块，大家有没有好好记忆呢那么今天的内容【经济板块】的翻译重点词汇。牢牢地记住这些能让我们在翻译过程中更加得心应手噢了解更多翻硕考研干货，请持续关注广州策马翻译#策马翻译#...全文,2790.jpg,0,0,0
the way i’m right#dream #georgenotfound #BarbieMovie,2791.jpg,0,0,0
#UcheNwaneri was right.  Natural selection does take over at some point.  R.I.P. #VaccineDeath #SADS  #deathbyjab #jabbed,2792.jpg,1,1,1
这并未改革的社会里，一切单独的新花样，都不过一块招牌，实际上和先前并无两样。拿一匹小鸟关在笼中，或给站在竿子上，地位好象改变了，其实还只是一样的在给别人做玩意，一饮一啄，都听命于别人。俗语说：“受人一饭，听人使唤”，就是这。所以一切女子，倘不得到和男子同等的经济权，我以为所有好名...全文,2793.jpg,0,0,0
Finish textured#blender #lasercut #3d #architecture #house #gift #texture,2794.jpg,0,0,0
I don't think it could be more obvious on who the war is finally benefitting. Every single decade. Someone reaps the profits when hundreds die. This is blood money. Major US  European Arms Manufacturers Record Spike in Sales. Then to sermonise about human rights !,2795.jpg,1,1,1
#文心一言#不多说，就品品这一段。前情就是我让他这一首七言绝句。好家伙差点给我整不会了,2796.jpg,1,1,1
Can you say no to this smiley face. #StockPhoto #meme #nerdgonAlley #memes #stupidmemes  #entertaining #wtfmeme #memehearted #crazymemes #memehumor #memeculture #memedose #unusualmeme,2797.jpg,0,0,1
#鼠鼠我鸭#大家拿到毕业证的帮我做道题好吗,2798.jpg,1,0,1
文心一言，任重道远山东泰山#文心一言#,2799.jpg,0,0,0
笑果上海、深圳都停了。其他喜剧社也取消演出了。估值40亿的笑果，笑不起来了，喜剧变悲剧。。。中国脱口秀表演，就剩下司马南一个人了！他长期开麦表演《柳八爷之歌》：挖呀挖，挖出柳八爷自肥了好几家好幽默哦！好好笑哦！太有才了哦！笑果被罚1300多万，而把拜登比作黄继光的司马南，据说...全文,2800.jpg,0,0,0
HM长沙富兴时代店怎么还没关门大吉？？#HM#,2801.jpg,1,0,1
#YunOS##锤子手机#锤子手机终于要用阿里YunOS了罗永浩微博已确认@罗永浩@锤子科技@阿里云@YunOS  ,2802.jpg,0,0,0
"For Free Home EvaluationGo to httpsvegascapital.comevaluationFor more information, contact us today!7025305844httpsvegascapital.com#lasvegasrealestate #house #lasvegasrealtor #lasvegas #realestate #lasvegashomes #realtor #vegas #justsold #lasvegaslife #summerlin",2803.jpg,0,0,0
限时代问有文心一言内测码，可代问，请评论留言，小编在线代问，限时一小时，速速啦#文心一言#,2804.jpg,0,0,0
Sb司机滴滴平台对XingSao扰的判定及惩罚力度真让人无语。在向乘客说出你在哪个夜总会足浴店上班坦白回答咱走捷径这种暗示的话语，平台在听完录音后也否定构成XingSao扰，难道真的要直白的问多少钱过夜？在我多次申诉后平台也只是意思一下的让司机少接单且列入多观察名单，难道真要出意外了才来惩...全文,2805.jpg,1,0,1
"She's accused us of tweeting more than them  and then has gone one a multiple tweet rant. As for the multiple burner accounts, well, we all know AH stans have admitted to having multiple accounts. All dedicated to stanning  AH. #Hypocrite #lol  #AHStansAreUnhinged",2806.jpg,1,0,1
" And your science education that somehow makes you think you understand physics and climate science better than the experts at the AAAS, the AIP, the APS, NASA, the NAS, and every other national science academy in the world is what, exactly?#DunningKruger",2807.jpg,1,1,1
#人工智能#我用文心一言画了一只虾，一匹马和一朵花。您觉得怎么样？#文心一言#,2808.jpg,0,0,0
"Ahhhh, the  of a great advice sometimes",2809.jpg,1,1,1
当我向印象AI提出无理请求印象笔记#印象AI#ChatGPT#文心一言##印象笔记##人工智能#,2810.jpg,0,0,0
"#DailyPictureTheme A difficult one to interpret pictorially. But, I shall try!",2811.jpg,1,0,1
